UMPD CASENUMBER,OCCURRED DATE TIMELOCATION,REPORT DATE TIME,TYPE,DISPOSITION,LOCATION
2019-00074385,12/15/2019 3:29,12/15/2019 3:29,DWI/DUI,Arrest,College  Ave
2019-00074403,12/15/2019 5:36,12/15/2019 5:36,Emergency Petition,CBE,4200 block of  Lehigh  Rd
2019-00074439,12/15/2019 10:16,12/15/2019 10:16,Recovered Stolen Motor Vehicle,CBE,7500 block of  Mowatt  Ln
2019-00074441,12/15/2019 10:41,12/15/2019 10:41,Injured/Sick Person,CBE,Easton at 3917  Denton Service  Ln
2019-00074455,12/15/2019 12:10,12/15/2019 12:28,Damaged Property,CBE,Lot Q
2019-00074464,12/15/2019 14:09,12/15/2019 14:09,Accident - Departmental,CBE,4300 block of  Knox  Rd
2019-00074500,12/15/2019 17:45,12/15/2019 18:05,Suspicious Activity,Active/Pending,Harford at 7660  Regents  Dr
2019-00074569,12/16/2019 0:01,12/16/2019 0:01,DWI/DUI,Arrest,Knox  Rd
2019-00074586,12/16/2019 1:00,12/16/2019 2:44,Injured/Sick Person,CBE,Centreville at 4243  Valley  Dr
2019-00074688,12/16/2019 11:00,12/16/2019 11:17,Damage to State Property,CBE,"Wye Oak, Wye Oak Building at 4201  Landscape  Ln"
2019-00074799,12/13/2019 21:00,12/16/2019 21:57,Dept Property Damage/Loss,CBE,Pocomoke at 7569  Baltimore  Ave
2019-00074886,12/17/2019 7:36,12/17/2019 7:36,Injured/Sick Person,CBE,"MFRI, MFRI Office/Classroom Building at 4500  Campus  Dr"
2019-00075094,12/18/2019 4:01,12/18/2019 4:01,Injured/Sick Person,CBE,4100 block of  Farm  Dr
2019-00075174,12/18/2019 13:41,12/18/2019 13:41,Theft,CBE,Queen Anne at 7645  Preinkert  Dr
2019-00075273,12/18/2019 23:59,12/18/2019 23:59,DWI/DUI,Arrest,Baltimore  Ave
2019-00075320,12/19/2019 8:59,12/19/2019 8:59,Suspicious Activity,Active/Pending,"Metzerott House #1, Metzerott House (430) at 4103  Metzerott  Rd"
2019-00075380,12/19/2019 8:00,12/19/2019 15:29,Dept Property Damage/Loss,CBE,Pocomoke at 7569  Baltimore  Ave
2019-00075502,12/20/2019 0:32,12/20/2019 0:32,DWI/DUI,Arrest,Baltimore  Ave
2019-00075605,12/20/2019 10:44,12/20/2019 10:59,Assist Other Agency,CBE,8800 block of  35th  Ave
2019-00075606,11/30/2019 17:00,12/20/2019 11:01,Damaged Property,CBE,"Football Team House, Gossett, Gossett Football Team House at 4068  Fieldhouse  Dr"
2019-00075805,12/21/2019 0:10,12/21/2019 0:22,CDS Violation,Arrest,Baltimore  Ave
2019-00075810,12/21/2019 0:34,12/21/2019 0:34,DWI/DUI,Arrest,Campus  Dr
2019-00075821,12/21/2019 2:34,12/21/2019 2:34,DWI/DUI,Arrest,Campus  Dr
2019-00075842,12/21/2019 6:31,12/21/2019 6:31,DWI/DUI,Arrest,University  Blvd
2019-00075873,12/21/2019 15:00,12/21/2019 15:00,Injured/Sick Person,CBE,"Chapel, Memorial Chapel at 7744  Regents  Dr"
2019-00076127,12/21/2019 7:00,12/22/2019 8:23,Dept Property Damage/Loss,CBE,Pocomoke at 7569  Baltimore  Ave
2019-00076270,12/23/2019 0:22,12/23/2019 0:22,DWI/DUI,Arrest,Baltimore  Ave
2019-00076437,12/23/2019 22:30,12/23/2019 22:41,Injured/Sick Person,CBE,Pocomoke at 7569  Baltimore  Ave
2019-00076466,12/24/2019 2:01,12/24/2019 2:01,Injured/Sick Person,CBE,4400 block of  Knox  Rd
2019-00076643,12/25/2019 4:54,12/25/2019 4:54,DWI/DUI,Arrest,University  Blvd
2019-00077188,12/27/2019 10:10,12/27/2019 10:43,Theft,Arrest,3900 block of  Campus  Dr
2019-00077201,12/27/2019 13:41,12/27/2019 13:41,Suspicious Activity,Active/Pending,"Brendan Iribe Center, Iribe Center at 8125  Paint Branch  Dr"
2019-00077523,12/28/2019 23:16,12/28/2019 23:16,CDS Violation,Arrest,Baltimore  Ave
2019-00077534,12/29/2019 0:58,12/29/2019 0:58,Assist Other Agency,CBE,7500 block of  Columbia  Ave
2019-00077677,12/30/2019 0:10,12/30/2019 0:10,CDS Violation,Arrest,8100 block of  Baltimore  Ave
2019-00077692,12/30/2019 1:59,12/30/2019 1:59,DWI/DUI,Arrest,Baltimore  Ave
2019-00077786,12/30/2019 15:41,12/30/2019 15:41,Theft,Active/Pending,"College Park Fire Station, Company 12 at 8115  Baltimore  Ave"
2019-00077820,12/30/2019 20:17,12/30/2019 19:45,Dept Property Damage/Loss,CBE,Baltimore  Ave
2019-00077856,12/30/2019 23:46,12/30/2019 23:46,Suspicious Person/Auto,CBE,7300 block of  Hopkins  Ave
2020-00000039,1/1/2020 2:27,1/1/2020 2:27,Injured/Sick Person,CBE,4200 block of  Lehigh  Rd
2020-00000149,1/1/2020 13:20,1/1/2020 14:11,Theft,Juvenile Arrest,3400 block of  Tulane  Dr
2020-00000210,1/1/2020 21:31,1/1/2020 21:31,DWI/DUI,Arrest,Baltimore  Ave
2020-00000226,1/1/2020 22:30,1/1/2020 22:46,CDS Violation,Arrest,4600 block of  Calvert  Rd
2020-00000269,1/2/2020 1:30,1/2/2020 1:30,DWI/DUI,Arrest,Baltimore  Ave
2020-00000380,12/16/2019 10:00,1/2/2020 10:32,Theft,Investigation Pending,3800 block of  Campus  Dr
2020-00000408,1/2/2020 12:34,1/2/2020 12:34,Injured/Sick Person,CBE,"John S. Toll Physics Building, Physics, Physics Building at 4150  Campus  Dr"
2020-00000410,12/18/2019 8:00,1/2/2020 12:54,Theft,Investigation Pending,"Chem Nuc, Chemical & Nuclear Engineering at 4418  Stadium  Dr"
2020-00000535,1/3/2020 1:43,1/3/2020 1:43,DWI/DUI,Arrest,9100 block of  Baltimore  Ave
2020-00000693,12/29/2019 11:50,1/3/2020 15:59,Dept Property Damage/Loss,Active/Pending,Pocomoke at 7569  Baltimore  Ave
2020-00000828,1/3/2020 23:06,1/3/2020 23:06,DWI/DUI,Arrest,Baltimore  Ave
2020-00001021,1/4/2020 23:21,1/4/2020 23:21,Emergency Petition,CBE,7700 block of  Adelphi  Rd
2020-00001025,1/5/2020 0:10,1/4/2020 23:54,Injured/Sick Person,CBE,3500 block of  University  Blvd
2020-00001035,1/5/2020 1:07,1/5/2020 1:07,DWI/DUI,Arrest,Baltimore  Ave
2020-00001290,1/6/2020 6:27,1/6/2020 6:27,Injured/Sick Person,CBE,4200 block of  Landscape  Ln
2020-00001428,12/20/2019 14:30,1/6/2020 13:40,Damage to State Property,CBE,Lot S3
2020-00001462,1/6/2020 17:36,1/6/2020 17:36,Other Incident,CBE,Elkton at 3981  Denton Service  Ln
2020-00001539,12/17/2019 13:00,1/6/2020 23:19,Theft,CBE,7500 block of  Calvert Service  Ln
2020-00001755,1/7/2020 17:15,1/7/2020 17:15,Injured/Sick Person,CBE,"Comcast Center, Xfinity, Xfinity Center at 8500  Paint Branch  Dr"
2020-00001775,1/7/2020 19:13,1/7/2020 19:13,Injured/Sick Person,CBE,Paint Branch  Dr
2020-00001779,1/7/2020 20:24,1/7/2020 20:24,Injured/Sick Person,CBE,"Comcast Center, Xfinity, Xfinity Center at 8500  Paint Branch  Dr"
2020-00001975,7/9/2014 12:00,1/8/2020 14:55,Other Incident,CBE,Pocomoke at 7569  Baltimore  Ave
2020-00002136,1/9/2020 1:24,1/9/2020 1:24,DWI/DUI,Arrest,Baltimore  Ave
2020-00002144,1/9/2020 2:50,1/9/2020 2:50,DWI/DUI,Arrest,Baltimore  Ave
2020-00002166,1/9/2020 5:05,1/9/2020 5:09,CDS Violation,Arrest,4200 block of  Guilford  Dr
2020-00002320,5/1/2017 0:01,1/9/2020 20:50,Other Incident,Investigation Pending,"Allegany, Allegany Hall at 4299  Lehigh  Rd"
2020-00002331,1/8/2020 18:00,1/9/2020 22:29,Vandalism,Active/Pending,Lot 11b
2020-00002460,1/10/2020 1:39,1/10/2020 1:39,DWI/DUI,Arrest,4700 block of  Pontiac  St
2020-00002477,1/10/2020 2:38,1/10/2020 2:38,DWI/DUI,Arrest,Baltimore  Ave
2020-00002541,1/10/2020 10:03,1/10/2020 10:03,Injured/Sick Person,CBE,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056  Regents  Dr"
2020-00002563,1/10/2020 10:22,1/10/2020 11:09,Suspicious Activity,CBE,"Nyumburu, Nyumburu Cultural Center at 4018  Campus  Dr"
2020-00002704,1/10/2020 23:33,1/10/2020 23:33,Warrant/Summons Service,Arrest,Baltimore  Ave
2020-00002709,1/11/2020 0:05,1/11/2020 0:07,Suspicious Person/Auto,Arrest,Catholic Student Center at 4141  Guilford  Dr
2020-00002711,1/11/2020 0:30,1/11/2020 0:30,DWI/DUI,Arrest,Adelphi  Rd
2020-00002727,1/11/2020 2:37,1/11/2020 2:37,DWI/DUI,Arrest,Baltimore  Ave
2020-00002777,1/11/2020 12:45,1/11/2020 14:10,Theft,Arrest,Varsity Sports Teamhouse at 4117  Stadium  Dr
2020-00002835,1/11/2020 20:25,1/11/2020 20:25,Other Incident,CBE,"Lefrak, Lefrak Hall at 7251  Preinkert  Dr"
2020-00002913,1/12/2020 7:07,1/12/2020 7:07,Theft from Auto,Arrest,"College Park Fire Station, Company 12 at 8115  Baltimore  Ave"
2020-00003335,1/13/2020 15:52,1/13/2020 15:52,Assist Other Agency,Arrest,"Terrapin Row, Terrapin Row #2, Terrapin Row 2, TR2 at 4300  Hartwick  Rd"
2020-00003581,1/14/2020 12:35,1/14/2020 12:41,Injured/Sick Person,CBE,4400 block of  Rossborough Ln
2020-00003857,12/14/2019 7:00,1/15/2020 11:13,Dept Property Damage/Loss,CBE,7500 block of  Baltimore  Ave
2020-00003876,12/18/2019 8:00,1/15/2020 14:00,Recovered Stolen Motor Vehicle,CBE,4300 block of  Campus  Dr
2020-00003910,1/15/2020 16:56,1/15/2020 16:56,Warrant/Summons Service,Arrest,Baltimore  Ave
2020-00004080,1/16/2020 12:50,1/16/2020 12:57,Accident - Departmental,CBE,Baltimore  Ave
2020-00004101,1/16/2020 15:43,1/16/2020 15:43,Recovered Stolen Motor Vehicle,Arrest,Baltimore  Ave
2020-00004264,1/17/2020 1:03,1/17/2020 1:03,Warrant/Summons Service,Arrest,University  Blvd
2020-00004301,1/17/2020 4:30,1/17/2020 5:50,Injured/Sick Person,CBE,6900 block of  Preinkert  Dr
2020-00004477,1/15/2020 12:00,1/17/2020 20:41,Theft,Investigation Pending,"Charles, Charles Hall at 4405  Lehigh  Rd"
2020-00004547,1/18/2020 0:31,1/18/2020 0:31,DWI/DUI,Arrest,Baltimore  Ave
2020-00004658,1/18/2020 10:46,1/18/2020 10:46,Injured/Sick Person,CBE,"Ritchie, Ritchie Coliseum at 7675  Baltimore  Ave"
2020-00004671,1/18/2020 12:21,1/18/2020 12:21,Injured/Sick Person,CBE,"Ritchie, Ritchie Coliseum at 7675  Baltimore  Ave"
2020-00004708,1/18/2020 18:12,1/18/2020 20:25,Accident - Departmental,CBE,Dorsey Rd / Harmans Rd
2020-00005261,1/18/2020 16:30,1/20/2020 18:38,Theft from Auto,Investigation Pending,Garage D at 4155  Terrapin  Trl
2020-00005440,1/21/2020 14:35,1/21/2020 14:35,Theft from Auto,Arrest,5100 block of  Campus  Dr
2020-00005443,1/21/2020 9:30,1/21/2020 16:10,Theft from Auto,Investigation Pending,
2020-00005500,1/21/2020 17:00,1/21/2020 21:58,Lost Property,CBE,3900 block of  Campus  Dr
2020-00005588,1/21/2020 21:30,1/22/2020 8:38,Theft from Auto,Investigation Pending,4300 block of  Rowalt  Dr
2020-00005615,1/22/2020 10:56,1/22/2020 10:56,Injured/Sick Person,CBE,7500 block of  Baltimore  Ave
2020-00005625,1/21/2020 7:00,1/22/2020 12:18,Theft,Investigation Pending,"Edward St. John Learning and Teaching Center, ESJ at 4131  Campus  Dr"
2020-00005632,1/22/2020 13:25,1/22/2020 13:55,Vandalism,Arrest,Diamondback  Dr
2020-00005652,1/6/2020 8:00,1/22/2020 15:10,Theft,Investigation Pending,7500 block of  Calvert Service  Ln
2020-00005680,1/22/2020 16:52,1/22/2020 16:52,Injured/Sick Person,CBE,3900 block of  Campus  Dr
2020-00005691,1/22/2020 14:30,1/22/2020 18:26,Dept Property Damage/Loss,CBE,7500 block of  Baltimore  Ave
2020-00005698,1/22/2020 12:12,1/22/2020 19:12,Suspicious Person/Auto,CBE,Calvert  Rd
2020-00005816,1/21/2020 8:15,1/23/2020 8:34,Theft from Auto,Investigation Pending,
2020-00005844,1/23/2020 12:38,1/23/2020 12:38,Trespassing,CBE,5000 block of  College  Ave
2020-00006012,1/23/2020 23:50,1/23/2020 23:50,CDS Violation,Arrest,Greenbelt  Rd
2020-00006056,1/24/2020 0:56,1/24/2020 0:56,DWI/DUI,Arrest,Baltimore  Ave
2020-00006107,1/24/2020 6:08,1/24/2020 6:08,Injured/Sick Person,CBE,7500 block of  Regents  Dr
2020-00006136,1/21/2020 9:30,1/24/2020 9:10,Threat Assessment,Investigation Pending,4200 block of  Lehigh  Rd
2020-00006141,1/23/2020 9:30,1/24/2020 9:53,Theft,Investigation Pending,4000 block of  Campus  Dr
2020-00006161,1/24/2020 13:30,1/24/2020 13:53,Theft,CBE,3900 block of  Campus  Dr
2020-00006163,1/24/2020 12:00,1/24/2020 14:19,Theft from Auto,Investigation Pending,
2020-00006167,1/24/2020 15:10,1/24/2020 15:10,Hazardous Condition,CBE,Garage C at 8056  Regents  Dr
2020-00006269,1/25/2020 0:35,1/25/2020 0:35,DWI/DUI,Arrest,Severn at 5245  Greenbelt  Rd
2020-00006515,12/17/2019 17:00,1/25/2020 17:19,Theft,Investigation Pending,4000 block of  Stadium  Dr
2020-00006580,1/26/2020 0:17,1/26/2020 0:17,Injured/Sick Person,CBE,7500 block of  Mowatt  Ln
2020-00006606,1/26/2020 2:17,1/26/2020 2:17,Injured/Sick Person,CBE,4700 block of  College  Ave
2020-00006608,1/26/2020 2:50,1/26/2020 2:50,DWI/DUI,Arrest,7500 block of  Regents  Dr
2020-00006924,1/26/2020 23:07,1/26/2020 23:07,CDS Violation,CBE,8200 block of  Boteler  Ln
2020-00007031,1/24/2020 17:00,1/27/2020 9:15,Burglary,Investigation Pending,8000 block of  Regents  Dr
2020-00007090,1/27/2020 6:30,1/27/2020 12:02,Damage to State Property,Active/Pending,3900 block of  Denton Service  Ln
2020-00007108,1/27/2020 14:13,1/27/2020 14:13,Recovered Stolen Motor Vehicle,Arrest,Baltimore  Ave
2020-00007260,1/28/2020 2:33,1/28/2020 2:33,Injured/Sick Person,CBE,4200 block of  Lehigh  Rd
2020-00007261,1/28/2020,1/28/2020 2:38,Injured/Sick Person,CBE,7600 block of  Preinkert  Dr
2020-00007282,1/28/2020 7:04,1/28/2020 7:33,Check on the  Welfare,CBE,8500 block of  Boteler  Ln
2020-00007349,12/17/2019 19:00,1/28/2020 14:12,Theft,Investigation Pending,7000 block of  Preinkert  Dr
2020-00007411,1/28/2020 18:15,1/28/2020 18:30,Injured/Sick Person,CBE,4100 block of  Valley  Dr
2020-00007525,1/28/2020 23:29,1/28/2020 23:29,CDS Violation,Arrest,Greenbelt  Rd
2020-00007551,1/29/2020 0:28,1/29/2020 0:28,Alcohol Violation,Arrest,College  Ave
2020-00007557,1/29/2020 0:43,1/29/2020 0:43,Alcohol Violation,Arrest,College  Ave
2020-00007684,1/29/2020 15:08,1/29/2020 15:08,Theft,Active/Pending,7600 block of  Mowatt  Ln
2020-00007863,1/30/2020 0:01,1/30/2020 0:01,CDS Violation,Arrest,Baltimore  Ave
2020-00007898,1/30/2020 1:48,1/30/2020 1:48,DWI/DUI,Arrest,Baltimore  Ave
2020-00008038,1/30/2020 17:45,1/30/2020 17:49,Injured/Sick Person,CBE,4400 block of  Rossborough  Ln
2020-00008046,1/30/2020 18:09,1/30/2020 18:09,CDS Violation,CBE,3900 block of  Denton Service  Ln
2020-00008059,12/17/2019,1/30/2020 18:58,Other Incident,CBE,6900 block of  Preinkert  Dr
2020-00008118,1/31/2020 0:37,1/31/2020 0:37,Alcohol Violation,Arrest,7400 block of  Princeton  Ave
2020-00008120,1/31/2020 0:39,1/31/2020 0:39,CDS Violation,CBE,7300 block of  Baltimore  Ave
2020-00008176,1/31/2020 2:28,1/31/2020 2:28,CDS Violation,Arrest,Garage C at 8056  Regents  Dr
2020-00008234,1/30/2020 17:15,1/31/2020 8:51,Vandalism,Investigation Pending,5600 block of  River Tech Ct
2020-00008249,1/30/2020 21:00,1/31/2020 9:46,Vandalism,Investigation Pending,4300 block of  Knox  Rd
2020-00008263,2/1/2019 9:00,1/31/2020 11:16,Other Incident,Active/Pending,8500 block of  Paint Branch  Dr
2020-00008264,1/29/2020 18:00,1/31/2020 11:19,Theft,Investigation Pending,3900 block of  Denton Service  Ln
2020-00008342,1/31/2020 20:39,1/31/2020 20:39,CDS Violation,CBE,3800 block of  Stadium  Dr
2020-00008419,1/31/2020 23:31,1/31/2020 23:31,Injured/Sick Person,CBE,3900 block of  Campus  Dr
2020-00008430,2/1/2020 0:01,2/1/2020 0:01,CDS Violation,Arrest,University  Blvd
2020-00008435,2/1/2020 0:07,2/1/2020 0:07,DWI/DUI,Arrest,Adelphi  Rd
2020-00008454,2/1/2020 1:12,2/1/2020 1:12,DWI/DUI,Arrest,7300 block of  Baltimore  Ave
2020-00008455,2/1/2020 1:17,2/1/2020 1:17,CDS Violation,Arrest,7700 block of  Baltimore  Ave
2020-00008464,2/1/2020 2:15,2/1/2020 2:41,Theft,Unfounded,7500 block of  Calvert Service  Ln
2020-00008468,2/1/2020 3:29,2/1/2020 3:29,DWI/DUI,Arrest,Fraternity  Row
2020-00008512,1/31/2020 2:30,2/1/2020 10:15,Check on the  Welfare,CBE,8500 block of  Boteler  Ln
2020-00008531,2/1/2020 12:00,2/1/2020 12:54,Telephone/EMail Misuse,CBE,6800 block of  Preinkert  Dr
2020-00008542,2/1/2020 13:20,2/1/2020 13:38,Theft,Active/Pending,Maryland Stadium Building Upper Deck at 4063  Stadium  Dr
2020-00008604,2/1/2020 20:12,2/1/2020 20:12,Accident - Departmental,CBE,7500 block of  Mowatt  Ln
2020-00008652,2/2/2020 1:38,2/2/2020 1:38,Injured/Sick Person,CBE,4200 block of  Valley  Dr
2020-00008653,2/2/2020 1:51,2/2/2020 1:51,Injured/Sick Person,CBE,7000 block of  Preinkert  Dr
2020-00008657,2/2/2020 2:44,2/2/2020 2:44,DWI/DUI,Arrest,Baltimore  Ave
2020-00008713,2/2/2020 10:40,2/2/2020 12:28,Assist Other Agency,CBE,8600 block of  Baltimore  Ave
2020-00008721,2/2/2020 14:08,2/2/2020 14:08,Emergency Petition,CBE,3900 block of  Denton Service  Ln
2020-00008722,2/2/2020 14:43,2/2/2020 14:43,Alcohol Violation,CBE,4200 block of  Valley  Dr
2020-00008811,2/2/2020 23:08,2/2/2020 23:08,DWI/DUI,Arrest,Baltimore  Ave
2020-00008884,1/31/2020 17:00,2/3/2020 9:08,Vandalism,Investigation Pending,4300 block of  Knox  Rd
2020-00008901,2/2/2020 19:30,2/3/2020 9:38,Theft,Active/Pending,3900 block of  Denton Service  Ln
2020-00008957,10/19/2019 0:30,2/3/2020 12:14,Title IX Incident Non Criminal,CBE,7200 block of  Preinkert  Dr
2020-00009070,2/1/2020 22:30,2/3/2020 21:29,Theft,Investigation Pending,4100 block of  Farm  Dr
2020-00009102,2/3/2020 23:47,2/3/2020 23:47,CDS Violation,Arrest,4200 block of  Valley  Dr
2020-00009144,2/4/2020 2:12,2/4/2020 2:12,CDS Violation,Arrest,4300 block of  Campus  Dr
2020-00009210,2/4/2020 12:00,2/4/2020 12:25,Injured/Sick Person,CBE,Fieldhouse  Dr
2020-00009327,2/4/2020 19:00,2/4/2020 22:16,Theft,Unfounded,3900 block of  Campus  Dr
2020-00009424,2/5/2020 7:29,2/5/2020 7:29,Injured/Sick Person,CBE,4000 block of  Stadium  Dr
2020-00009438,2/5/2020 6:15,2/5/2020 8:46,Damaged Property,CBE,7900 block of  Regents  Dr
2020-00009484,12/31/2019,2/5/2020 15:25,Assist Other Agency (Title IX Related),Active/Pending,4500 block of  College  Ave
2020-00009485,2/5/2020 16:00,2/5/2020 16:03,Injured/Sick Person,CBE,4300 block of  Stadium  Dr
2020-00009518,1/29/2020 12:00,2/5/2020 17:59,Injured/Sick Person,CBE,4200 block of  Valley  Dr
2020-00009600,2/5/2020 23:18,2/5/2020 23:18,Injured/Sick Person,CBE,3800 block of  Stadium  Dr
2020-00009633,2/6/2020 1:34,2/6/2020 1:34,Disorderly Conduct,Arrest,7500 block of  Baltimore  Ave
2020-00009794,2/7/2020 0:24,2/7/2020 0:24,DWI/DUI,Arrest,3800 block of  Stadium  Dr
2020-00009800,2/7/2020 1:32,2/7/2020 1:32,Warrant/Summons Service,Warrant Issued,9100 block of  Baltimore  Ave
2020-00009802,2/7/2020 2:12,2/7/2020 2:12,DWI/DUI,Arrest,Baltimore  Ave
2020-00009821,2/7/2020 7:50,2/7/2020 8:37,Other Incident,CBE,8100 block of  Boteler  Ln
2020-00009898,2/7/2020 13:45,2/7/2020 13:45,Emergency Petition,CBE,3900 block of  Campus  Dr
2020-00009964,2/7/2020 19:35,2/7/2020 21:22,Assist Other Agency (Title IX Related),CBE,5000 block of  Kenesaw  St
2020-00010043,2/8/2020 0:51,2/8/2020 0:51,CDS Violation,Arrest,4100 block of  Farm  Dr
2020-00010141,2/8/2020 13:17,2/8/2020 13:17,Injured/Sick Person,CBE,3900 block of  Campus  Dr
2020-00010167,2/7/2020 23:00,2/8/2020 18:41,Suspicious Activity,Active/Pending,4100 block of  Farm  Dr
2020-00010188,2/8/2020 20:45,2/8/2020 20:45,CDS Violation,Arrest,4100 block of  Farm  Dr
2020-00010246,2/9/2020,2/9/2020 0:10,Injured/Sick Person,CBE,4000 block of  Stadium  Dr
2020-00010269,2/9/2020 1:47,2/9/2020 1:47,CDS Violation,Arrest,Baltimore  Ave
2020-00010279,2/9/2020 2:21,2/9/2020 2:21,Injured/Sick Person,CBE,7500 block of  Preinkert  Dr
2020-00010280,2/9/2020 2:23,2/9/2020 2:23,Injured/Sick Person,CBE,4300 block of  Knox  Rd
2020-00010284,2/9/2020 3:08,2/9/2020 3:08,Injured/Sick Person,CBE,9  Fraternity  Row
2020-00010287,2/9/2020 2:00,2/9/2020 3:37,Injured/Sick Person,CBE,4000 block of  Stadium  Dr
2020-00010447,2/9/2020 16:38,2/9/2020 16:38,Assist Other Agency,CBE,7300 block of  Baltimore  Ave
2020-00010465,2/9/2020 18:13,2/9/2020 18:13,Vandalism,Investigation Pending,5600 block of  River Tech Court
2020-00010591,2/10/2020 9:42,2/10/2020 9:42,Dept Property Damage/Loss,CBE,7500 block of  Baltimore  Ave
2020-00010655,2/10/2020 14:51,2/10/2020 14:51,Accident - Departmental,CBE,Garage E at 4170  Union  Ln
2020-00010667,2/5/2020 9:00,2/10/2020 15:38,Theft,Investigation Pending,4200 block of  Campus  Dr
2020-00010764,2/11/2020 0:14,2/11/2020 0:14,Emergency Petition,CBE,4300 block of  Knox  Rd
2020-00010856,1/10/2020 16:00,2/11/2020 12:38,Theft,Investigation Pending,4200 block of  Stadium  Dr
2020-00010857,2/11/2020 12:53,2/11/2020 12:53,Injured/Sick Person,CBE,4500 block of  Campus  Dr
2020-00010860,2/11/2020 8:00,2/11/2020 14:13,Vandalism,Investigation Pending,4300 block of  Knox  Rd
2020-00010907,2/11/2020 18:48,2/11/2020 18:48,Recovered Stolen Property,CBE,Mowatt  Ln
2020-00010918,2/11/2020 8:00,2/11/2020 20:18,Fraud,Investigation Pending,3400 block of  Tulane  Dr
2020-00010983,2/12/2020 1:10,2/12/2020 1:10,CDS Violation,Arrest,Stadium  Dr
2020-00010993,2/12/2020 1:58,2/12/2020 1:58,DWI/DUI,Arrest,7500 block of  Mowatt  Ln
2020-00011049,2/11/2020 11:00,2/12/2020 10:20,Theft,Investigation Pending,3900 block of  Campus  Dr
2020-00011071,2/11/2020 22:50,2/12/2020 12:05,Stolen Motor Vehicle,CBE,
2020-00011072,2/11/2020 17:00,2/12/2020 12:14,Vandalism,Investigation Pending,4300 block of  Knox  Rd
2020-00011172,2/12/2020 6:00,2/12/2020 19:34,Injured/Sick Person,CBE,3900 block of  Denton Service  Ln
2020-00011187,11/23/2019 8:00,2/12/2020 21:43,Theft,Investigation Pending,3900 block of  Campus  Dr
2020-00011256,2/13/2020 5:10,2/13/2020 5:10,Assist Other Agency,Active/Pending,4100 block of  Valley  Dr
2020-00011280,1/27/2020 16:00,2/13/2020 10:28,Theft,Investigation Pending,7200 block of  Preinkert  Dr
2020-00011333,2/13/2020 18:01,2/13/2020 18:01,Injured/Sick Person,CBE,3900 block of  Campus  Dr
2020-00011380,2/13/2020 22:27,2/13/2020 22:27,CDS Violation,Arrest,8900 block of  Paint Branch  Dr
2020-00011408,2/13/2020 23:25,2/13/2020 23:25,CDS Violation,Arrest,University  Blvd
2020-00011433,2/14/2020 0:08,2/14/2020 0:08,Alcohol Violation,Arrest,Hopkins  Ave
2020-00011437,2/14/2020 0:29,2/14/2020 0:29,Alcohol Violation,Arrest,Rhode Island  Ave
2020-00011471,2/14/2020 2:31,2/14/2020 2:31,DWI/DUI,Arrest,Baltimore  Ave
2020-00011582,2/14/2020 16:02,2/14/2020 16:02,Suspicious Person/Auto,CBE,4000 block of  Campus  Dr
2020-00011679,2/14/2020 22:40,2/14/2020 22:40,Alcohol Violation,CBE,4200 block of  Valley  Dr
2020-00011700,2/14/2020 23:50,2/15/2020 0:00,Assist Other Agency,CBE,8100 block of  Rhode Island  Ave
2020-00011743,2/15/2020 2:06,2/15/2020 2:06,DWI/DUI,Arrest,Campus  Dr
